,vic_x,vic_y,sept2014JanMaxTemp_0,sept2014JanRainfall_0,sept2014JulMinTemp_0,sept2014JulRainfall_0,VMLITE_BUILT_UP_AREA,VMLITE_FOREST_SU2,VMLITE_HY_WATER_AREA,VMLITE_PUBLIC_LAND_SU3
184,2380759.493670886,2272329.1139240507,237.76559448242188,26.234399795532227,98.7656021118164,98.2343978881836,False,False,False,False
185,2391291.139240506,2272329.1139240507,238.76559448242188,28.234399795532227,98.7656021118164,101.2343978881836,False,False,False,False
186,2401822.7848101268,2272329.1139240507,239.76559448242188,28.234399795532227,98.7656021118164,100.2343978881836,False,False,False,False
187,2412354.430379747,2272329.1139240507,240.76559448242188,27.234399795532227,99.7656021118164,98.2343978881836,False,False,False,False
188,2422886.075949367,2272329.1139240507,240.76559448242188,25.286300659179688,99.7656021118164,94.34320068359375,False,False,False,False
189,2433417.7215189873,2272329.1139240507,240.76559448242188,24.234399795532227,99.7656021118164,91.4529037475586,False,False,False,False
190,2443949.3670886075,2272329.1139240507,240.76559448242188,22.234399795532227,100.7656021118164,89.2343978881836,False,False,False,False
191,2454481.0126582277,2272329.1139240507,240.76559448242188,21.234399795532227,100.7656021118164,88.2343978881836,False,False,False,False
192,2465012.658227848,2272329.1139240507,240.76559448242188,20.234399795532227,100.7656021118164,87.2343978881836,False,False,False,False
193,2475544.3037974685,2272329.1139240507,241.76559448242188,20.234399795532227,100.7656021118164,87.2343978881836,False,False,False,False
194,2486075.9493670887,2272329.1139240507,241.76559448242188,19.234399795532227,100.7656021118164,87.2343978881836,False,False,False,False
195,2496607.594936709,2272329.1139240507,243.75180053710938,19.234399795532227,100.7656021118164,87.2343978881836,False,False,False,False
196,2507139.240506329,2272329.1139240507,244.76559448242188,18.234399795532227,99.7656021118164,87.17150115966797,False,False,False,False
197,2517670.8860759493,2272329.1139240507,245.76559448242188,18.234399795532227,98.7656021118164,87.13189697265625,False,False,False,False
198,2528202.5316455695,2272329.1139240507,247.76559448242188,19.234399795532227,97.7656021118164,87.2343978881836,False,False,False,False
199,2538734.1772151897,2272329.1139240507,248.76559448242188,19.234399795532227,96.7656021118164,87.2343978881836,False,False,False,False
200,2549265.8227848103,2272329.1139240507,250.76559448242188,20.234399795532227,95.7656021118164,87.98069763183594,False,False,False,False
201,2559797.4683544305,2272329.1139240507,251.76559448242188,20.234399795532227,94.7656021118164,88.2343978881836,False,False,False,False
202,2570329.1139240507,2272329.1139240507,252.76559448242188,21.234399795532227,94.7656021118164,89.2343978881836,False,False,False,False
203,2580860.759493671,2272329.1139240507,252.76559448242188,21.234399795532227,94.7656021118164,89.2343978881836,False,False,False,False
204,2591392.405063291,2272329.1139240507,252.76559448242188,21.234399795532227,94.7656021118164,90.2343978881836,False,False,False,False
205,2601924.0506329113,2272329.1139240507,252.76559448242188,21.234399795532227,94.7656021118164,91.2343978881836,False,False,False,True
206,2612455.6962025315,2272329.1139240507,252.9470977783203,21.052900314331055,95.94709777832031,93.05290222167969,False,False,False,True
207,2622987.341772152,2272329.1139240507,236.35699462890625,29.575000762939453,89.4229965209961,100.87310028076172,False,True,False,True
208,2633518.9873417723,2272329.1139240507,250.89999389648438,18.100000381469727,95.9000015258789,71.99600219726562,False,False,False,False
209,2644050.6329113925,2272329.1139240507,250.8240966796875,16.175899505615234,97.8240966796875,62.175899505615234,False,False,False,False
210,2654582.2784810127,2272329.1139240507,251.3657989501953,12.634300231933594,99.36579895019531,53.634300231933594,False,False,False,False
211,2665113.924050633,2272329.1139240507,250.74749755859375,10.2524995803833,101.74749755859375,46.252498626708984,False,False,False,False
212,2675645.569620253,2272329.1139240507,244.76559448242188,12.234399795532227,98.7656021118164,45.23440170288086,False,False,False,False
213,2686177.2151898732,2272329.1139240507,243.17129516601562,11.30679988861084,99.7656021118164,41.23440170288086,False,False,False,False
214,2696708.860759494,2272329.1139240507,241.76559448242188,11.234399795532227,100.29149627685547,39.23440170288086,False,False,False,False
215,2707240.506329114,2272329.1139240507,240.76559448242188,11.234399795532227,100.7656021118164,37.23440170288086,False,False,False,False
216,2717772.1518987343,2272329.1139240507,239.76559448242188,12.234399795532227,100.7656021118164,37.23440170288086,False,False,False,False
217,2728303.7974683545,2272329.1139240507,239.76559448242188,13.234399795532227,99.7656021118164,38.23440170288086,False,False,False,False
218,2738835.4430379746,2272329.1139240507,238.76559448242188,14.234399795532227,99.7656021118164,39.23440170288086,False,False,False,False
219,2749367.088607595,2272329.1139240507,238.76559448242188,16.234399795532227,98.7656021118164,41.23440170288086,False,False,False,False
220,2759898.734177215,2272329.1139240507,238.76559448242188,17.234399795532227,98.7656021118164,44.23440170288086,False,False,False,False
221,2770430.3797468357,2272329.1139240507,238.76559448242188,19.234399795532227,97.7656021118164,46.23440170288086,False,False,False,False
222,2780962.025316456,2272329.1139240507,237.7700958251953,21.234399795532227,97.7656021118164,49.23440170288086,False,False,False,False
223,2791493.670886076,2272329.1139240507,237.76559448242188,22.234399795532227,97.48719787597656,53.234100341796875,False,False,False,False
224,2802025.3164556962,2272329.1139240507,237.76559448242188,24.234399795532227,96.7656021118164,56.23440170288086,False,False,False,False
225,2812556.9620253164,2272329.1139240507,236.76559448242188,26.234399795532227,97.7594985961914,59.23440170288086,False,False,False,False
