UFI,TAXON_ID,SCIENTIFIC_DISPLAY_NME,COMMON_NME,TAXON_TYPE,RELIABILITY,RATING_INT,RELIABILITY_TXT,REVIEW_COMMENT_TXT,SAMPLING_METHOD_DESC,SURVEY_START_DATE,LATITUDEDD_NUM,LONGITUDEDD_NUM,LAT_LONG_ACCURACYDD_INT,TOTAL_COUNT_INT,BEHAVIOUR,EXTRA_INFORMATION,RECORD_TYPE,PRIMARY_CDE,SV_RECORD_COUNT,STATE_CDE,LGA_UFI,CMA_NO,PARK_ID,SURVEY_ID,SITE_ORIGIN_STATUS_CDE,CREATION_TSP
4541495,11028,Antechinus agilis,Agile Antechinus,Mammals,Unconfirmed,2,,,Faunatech hair tubes(bait type in X),07/APR/1998,-36.84103,147.24296,100,1,,Carnivore bait,Identified from hair or scats,FAUNA,4,VIC,300,8,,704373,,16/AUG/11 12:00:00.000000000 AM
4555474,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,19/APR/1991,-37.57091,149.28578,100,11,,,Captured and released,FAUNA,2,VIC,319,10,,707301,,16/AUG/11 12:00:00.000000000 AM
4555537,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Scat census,14/MAY/1991,-37.5207,149.36457,100,,,In predator scat,Identified from hair or scats,FAUNA,2,VIC,319,10,3287,707331,,16/AUG/11 12:00:00.000000000 AM
4565052,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Pitfall with drift fence,10/DEC/1991,-37.63755,149.50992,100,4,,,Captured and released,FAUNA,5,VIC,319,10,,710305,,16/AUG/11 12:00:00.000000000 AM
4566978,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Scat census,21/JAN/1992,-37.43746,149.7541,140,3,,In predator scat,Identified from hair or scats,FAUNA,14,VIC,319,10,,710856,,16/AUG/11 12:00:00.000000000 AM
4569368,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,2,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
4569368,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,2,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
4569369,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,1,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
4569369,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,1,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
4569367,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Pitfall with drift fence,19/JAN/1993,-37.79253,148.35795,100,1,,,Captured and released,FAUNA,9,VIC,319,10,456,711704,,16/AUG/11 12:00:00.000000000 AM
